
114, 56, 58, 74358, 6562, 67795, 239274693
110, 24, 86, 115988, 4428, 111560, 432023760
213, 118, 95, 130814, 70152, 60662, 388821421
454, 206, 247, 391868, 93945, 297923, 141389614

