878, 406, 472, 603822, 603822, 550909, 136
2691, 642, 2049, 2828333, 2828333, 2787583, 28
1070, 790, 280, 517181, 517181, 35654, 11
34445, 26001, 8443, 41762463, 41762463, 4438802, 25
